,title,label,new_title,Tokeniz,new_title2,stemmed_title
2258,"Lagi, 37 WNI yang Pakai Visa Ziarah untuk Berhaji Ditangkap",hard,lagi wni yang pakai visa ziarah untuk berhaji ditangkap,"['lagi', 'wni', 'yang', 'pakai', 'visa', 'ziarah', 'untuk', 'berhaji', 'ditangkap']","['wni', 'pakai', 'visa', 'ziarah', 'berhaji', 'ditangkap']","['wni', 'pakai', 'visa', 'ziarah', 'haj', 'tangkap']"
2259,Amarah Korsel Gara-gara Balon Raksasa Isi Tinja dari Korea Utara,hard,amarah korsel garagara balon raksasa isi tinja dari korea utara,"['amarah', 'korsel', 'garagara', 'balon', 'raksasa', 'isi', 'tinja', 'dari', 'korea', 'utara']","['amarah', 'korsel', 'garagara', 'balon', 'raksasa', 'isi', 'tinja', 'korea', 'utara']","['amarah', 'korsel', 'garagara', 'balon', 'raksasa', 'isi', 'tinja', 'korea', 'utara']"
2260,"Gempa M 5,1 Guncang Daruba Malut",hard,gempa m guncang daruba malut,"['gempa', 'm', 'guncang', 'daruba', 'malut']","['gempa', 'guncang', 'daruba', 'malut']","['gempa', 'guncang', 'daruba', 'malut']"
2261,Sukmajaya Depok Tergenang Usai Hujan Deras Sore Tadi,hard,sukmajaya depok tergenang usai hujan deras sore tadi,"['sukmajaya', 'depok', 'tergenang', 'usai', 'hujan', 'deras', 'sore', 'tadi']","['sukmajaya', 'tergenang', 'hujan', 'deras', 'sore']","['sukmajaya', 'genang', 'hujan', 'deras', 'sore']"
2262,Cerita di Balik Bendera Raksasa Palestina saat Aksi 'All Eyes on Rafah',hard,cerita di balik bendera raksasa palestina saat aksi all eyes on rafah,"['cerita', 'di', 'balik', 'bendera', 'raksasa', 'palestina', 'saat', 'aksi', 'all', 'eyes', 'on', 'rafah']","['cerita', 'bendera', 'raksasa', 'palestina', 'aksi', 'all', 'eyes', 'on', 'rafah']","['cerita', 'bendera', 'raksasa', 'palestina', 'aksi', 'all', 'eyes', 'on', 'rafah']"
2263,Gaya Jokowi Berbaju Adat Teluk Belanga di Harlah Pancasila,hard,gaya jokowi berbaju adat teluk belanga di harlah pancasila,"['gaya', 'jokowi', 'berbaju', 'adat', 'teluk', 'belanga', 'di', 'harlah', 'pancasila']","['gaya', 'berbaju', 'adat', 'teluk', 'belanga', 'harlah', 'pancasila']","['gaya', 'baju', 'adat', 'teluk', 'belanga', 'harlah', 'pancasila']"
2264,Pj Gubernur Jabar Wanti-wanti Bobotoh: Jangan Ganggu Mobil Pelat Luar Bandung,hard,pj gubernur jabar wantiwanti bobotoh jangan ganggu mobil pelat luar bandung,"['pj', 'gubernur', 'jabar', 'wantiwanti', 'bobotoh', 'jangan', 'ganggu', 'mobil', 'pelat', 'luar', 'bandung']","['pj', 'gubernur', 'jabar', 'wantiwanti', 'bobotoh', 'ganggu', 'mobil', 'pelat', 'bandung']","['pj', 'gubernur', 'jabar', 'wantiwanti', 'bobotoh', 'ganggu', 'mobil', 'pelat', 'bandung']"
2265,Pegi Akan Ajukan Praperadilan Status Tersangka Kasus Pembunuhan Vina,hard,pegi akan ajukan praperadilan status tersangka kasus pembunuhan vina,"['pegi', 'akan', 'ajukan', 'praperadilan', 'status', 'tersangka', 'kasus', 'pembunuhan', 'vina']","['pegi', 'ajukan', 'praperadilan', 'status', 'tersangka', 'pembunuhan', 'vina']","['pegi', 'aju', 'praperadilan', 'status', 'sangka', 'bunuh', 'vina']"
2266,Refly Harun Nilai KPU Bisa Abaikan Putusan MA Ubah Syarat Usia Cagub-Cawagub,hard,refly harun nilai kpu bisa abaikan putusan ma ubah syarat usia cagubcawagub,"['refly', 'harun', 'nilai', 'kpu', 'bisa', 'abaikan', 'putusan', 'ma', 'ubah', 'syarat', 'usia', 'cagubcawagub']","['refly', 'harun', 'nilai', 'kpu', 'abaikan', 'putusan', 'ma', 'ubah', 'syarat', 'usia', 'cagubcawagub']","['refly', 'harun', 'nilai', 'kpu', 'abai', 'putus', 'ma', 'ubah', 'syarat', 'usia', 'cagubcawagub']"
2267,"Jumlah TPS di Pilgub Jakarta 14.775, Berkurang Dibanding Pilpres",hard,jumlah tps di pilgub jakarta berkurang dibanding pilpres,"['jumlah', 'tps', 'di', 'pilgub', 'jakarta', 'berkurang', 'dibanding', 'pilpres']","['tps', 'pilgub', 'berkurang', 'dibanding', 'pilpres']","['tps', 'pilgub', 'kurang', 'banding', 'pilpres']"
2268,Kata Pakar Hukum soal Putusan MA Ubah Syarat Usia Cagub-Cawagub,hard,kata pakar hukum soal putusan ma ubah syarat usia cagubcawagub,"['kata', 'pakar', 'hukum', 'soal', 'putusan', 'ma', 'ubah', 'syarat', 'usia', 'cagubcawagub']","['pakar', 'hukum', 'putusan', 'ma', 'ubah', 'syarat', 'usia', 'cagubcawagub']","['pakar', 'hukum', 'putus', 'ma', 'ubah', 'syarat', 'usia', 'cagubcawagub']"
2269,"Viral Wanita Diduga ODGJ Joget di Atas Mobil, Dievakuasi Dinsos Bogor",hard,viral wanita diduga odgj joget di atas mobil dievakuasi dinsos bogor,"['viral', 'wanita', 'diduga', 'odgj', 'joget', 'di', 'atas', 'mobil', 'dievakuasi', 'dinsos', 'bogor']","['viral', 'wanita', 'diduga', 'odgj', 'joget', 'mobil', 'dievakuasi', 'dinsos']","['viral', 'wanita', 'duga', 'odgj', 'joget', 'mobil', 'evakuasi', 'dinsos']"
2270,"JK Surprised Lihat Afghanistan Saat Ini, Kenapa?",hard,jk surprised lihat afghanistan saat ini kenapa,"['jk', 'surprised', 'lihat', 'afghanistan', 'saat', 'ini', 'kenapa']","['jk', 'surprised', 'lihat', 'afghanistan']","['jk', 'surprised', 'lihat', 'afghanistan']"
2271,Pemerintah Thailand Ucapkan Terima Kasih ke Polri Ringkus Buronan Chaowalit,hard,pemerintah thailand ucapkan terima kasih ke polri ringkus buronan chaowalit,"['pemerintah', 'thailand', 'ucapkan', 'terima', 'kasih', 'ke', 'polri', 'ringkus', 'buronan', 'chaowalit']","['pemerintah', 'thailand', 'ucapkan', 'terima', 'kasih', 'polri', 'ringkus', 'buronan', 'chaowalit']","['perintah', 'thailand', 'ucap', 'terima', 'kasih', 'polri', 'ringkus', 'buron', 'chaowalit']"
2272,Polisi Buru Pria Diduga Lecehkan-Aniaya Wanita saat Lari Pagi di Bogor,hard,polisi buru pria diduga lecehkananiaya wanita saat lari pagi di bogor,"['polisi', 'buru', 'pria', 'diduga', 'lecehkananiaya', 'wanita', 'saat', 'lari', 'pagi', 'di', 'bogor']","['polisi', 'buru', 'pria', 'diduga', 'lecehkananiaya', 'wanita', 'lari', 'pagi']","['polisi', 'buru', 'pria', 'duga', 'lecehkananiaya', 'wanita', 'lari', 'pagi']"
2273,Tersingkap Dalih Buron Nomor 1 Thailand Pakai Nama Samaran Sulaiman,hard,tersingkap dalih buron nomor thailand pakai nama samaran sulaiman,"['tersingkap', 'dalih', 'buron', 'nomor', 'thailand', 'pakai', 'nama', 'samaran', 'sulaiman']","['tersingkap', 'dalih', 'buron', 'nomor', 'thailand', 'pakai', 'nama', 'samaran', 'sulaiman']","['singkap', 'dalih', 'buron', 'nomor', 'thailand', 'pakai', 'nama', 'samar', 'sulaiman']"
2274,KPU: Bakal Cagub DKI Dharma Pongrekun Belum Penuhi Syarat Administrasi,hard,kpu bakal cagub dki dharma pongrekun belum penuhi syarat administrasi,"['kpu', 'bakal', 'cagub', 'dki', 'dharma', 'pongrekun', 'belum', 'penuhi', 'syarat', 'administrasi']","['kpu', 'cagub', 'dharma', 'pongrekun', 'penuhi', 'syarat', 'administrasi']","['kpu', 'cagub', 'dharma', 'pongrekun', 'penuh', 'syarat', 'administrasi']"
2275,Polisi Selidiki Ibu di Tangerang Diduga Lakukan Pelecehan Seksual ke Anak,hard,polisi selidiki ibu di tangerang diduga lakukan pelecehan seksual ke anak,"['polisi', 'selidiki', 'ibu', 'di', 'tangerang', 'diduga', 'lakukan', 'pelecehan', 'seksual', 'ke', 'anak']","['polisi', 'selidiki', 'tangerang', 'diduga', 'lakukan', 'pelecehan', 'seksual', 'anak']","['polisi', 'selidik', 'tangerang', 'duga', 'laku', 'leceh', 'seksual', 'anak']"
2276,Aji Jaya Dinilai Dapat Merepresentasikan Energi Baru di Bogor,hard,aji jaya dinilai dapat merepresentasikan energi baru di bogor,"['aji', 'jaya', 'dinilai', 'dapat', 'merepresentasikan', 'energi', 'baru', 'di', 'bogor']","['aji', 'jaya', 'dinilai', 'merepresentasikan', 'energi']","['aji', 'jaya', 'nilai', 'representasi', 'energi']"
2277,Terus-terusan Korut Kirim Balon Raksasa Isi Sampah ke Korea Selatan,hard,terusterusan korut kirim balon raksasa isi sampah ke korea selatan,"['terusterusan', 'korut', 'kirim', 'balon', 'raksasa', 'isi', 'sampah', 'ke', 'korea', 'selatan']","['terusterusan', 'korut', 'kirim', 'balon', 'raksasa', 'isi', 'sampah', 'korea', 'selatan']","['terusterusan', 'korut', 'kirim', 'balon', 'raksasa', 'isi', 'sampah', 'korea', 'selatan']"
2278,BRI Ajak Karyawan BUMN Terjun Langsung Berdayakan Masyarakat Desa BRILiaN,hard,bri ajak karyawan bumn terjun langsung berdayakan masyarakat desa brilian,"['bri', 'ajak', 'karyawan', 'bumn', 'terjun', 'langsung', 'berdayakan', 'masyarakat', 'desa', 'brilian']","['bri', 'ajak', 'karyawan', 'bumn', 'terjun', 'langsung', 'berdayakan', 'masyarakat', 'desa', 'brilian']","['bri', 'ajak', 'karyawan', 'bumn', 'terjun', 'langsung', 'daya', 'masyarakat', 'desa', 'brilian']"
2279,Muhammadiyah soal Ormas Bisa Kelola Tambang: Kami Tidak Akan Tergesa-gesa,hard,muhammadiyah soal ormas bisa kelola tambang kami tidak akan tergesagesa,"['muhammadiyah', 'soal', 'ormas', 'bisa', 'kelola', 'tambang', 'kami', 'tidak', 'akan', 'tergesagesa']","['muhammadiyah', 'ormas', 'kelola', 'tambang', 'tergesagesa']","['muhammadiyah', 'ormas', 'kelola', 'tambang', 'tergesagesa']"
2280,"Seorang Wanita Dilecehkan-Dianiaya saat Lari Pagi di Bogor, Polisi Selidiki",hard,seorang wanita dilecehkandianiaya saat lari pagi di bogor polisi selidiki,"['seorang', 'wanita', 'dilecehkandianiaya', 'saat', 'lari', 'pagi', 'di', 'bogor', 'polisi', 'selidiki']","['wanita', 'dilecehkandianiaya', 'lari', 'pagi', 'polisi', 'selidiki']","['wanita', 'dilecehkandianiaya', 'lari', 'pagi', 'polisi', 'selidik']"
2281,HIPAKAD Ajak Warga Amalkan Nilai Pancasila: Ideologi Ini Dikenal di Dunia,hard,hipakad ajak warga amalkan nilai pancasila ideologi ini dikenal di dunia,"['hipakad', 'ajak', 'warga', 'amalkan', 'nilai', 'pancasila', 'ideologi', 'ini', 'dikenal', 'di', 'dunia']","['hipakad', 'ajak', 'amalkan', 'nilai', 'pancasila', 'ideologi', 'dikenal', 'dunia']","['hipakad', 'ajak', 'amal', 'nilai', 'pancasila', 'ideologi', 'kenal', 'dunia']"
2282,PSI Nilai Kapolda Irjen Ahmad Luthfi Cocok Jadi Cagub Jateng,hard,psi nilai kapolda irjen ahmad luthfi cocok jadi cagub jateng,"['psi', 'nilai', 'kapolda', 'irjen', 'ahmad', 'luthfi', 'cocok', 'jadi', 'cagub', 'jateng']","['psi', 'nilai', 'kapolda', 'irjen', 'ahmad', 'luthfi', 'cocok', 'cagub', 'jateng']","['psi', 'nilai', 'kapolda', 'irjen', 'ahmad', 'luthfi', 'cocok', 'cagub', 'jateng']"
2283,Korban Keracunan Makanan Tahlilan di Bogor Bertambah jadi 71 Orang,hard,korban keracunan makanan tahlilan di bogor bertambah jadi orang,"['korban', 'keracunan', 'makanan', 'tahlilan', 'di', 'bogor', 'bertambah', 'jadi', 'orang']","['korban', 'keracunan', 'makanan', 'tahlilan', 'bertambah', 'orang']","['korban', 'racun', 'makan', 'tahlil', 'tambah', 'orang']"
2284,Satelit PBB: Lebih dari 50% Bangunan Gaza Hancur Oleh Serangan Israel,hard,satelit pbb lebih dari bangunan gaza hancur oleh serangan israel,"['satelit', 'pbb', 'lebih', 'dari', 'bangunan', 'gaza', 'hancur', 'oleh', 'serangan', 'israel']","['satelit', 'pbb', 'bangunan', 'gaza', 'hancur', 'serangan', 'israel']","['satelit', 'pbb', 'bangun', 'gaza', 'hancur', 'serang', 'israel']"
2285,Benny Harman Sarankan Uji Kelayakan Capim KPK Digelar Periode Baru Nanti,hard,benny harman sarankan uji kelayakan capim kpk digelar periode baru nanti,"['benny', 'harman', 'sarankan', 'uji', 'kelayakan', 'capim', 'kpk', 'digelar', 'periode', 'baru', 'nanti']","['benny', 'harman', 'sarankan', 'uji', 'kelayakan', 'capim', 'kpk', 'digelar', 'periode']","['benny', 'harman', 'saran', 'uji', 'layak', 'capim', 'kpk', 'gelar', 'periode']"
2286,Serangan Balon Sampah Korut Bikin Geram Korsel,hard,serangan balon sampah korut bikin geram korsel,"['serangan', 'balon', 'sampah', 'korut', 'bikin', 'geram', 'korsel']","['serangan', 'balon', 'sampah', 'korut', 'bikin', 'geram', 'korsel']","['serang', 'balon', 'sampah', 'korut', 'bikin', 'geram', 'korsel']"
2287,"Polisi Dibacok Saat Bubarkan Tawuran di Jakbar, 3 Pelaku Ditangkap",hard,polisi dibacok saat bubarkan tawuran di jakbar pelaku ditangkap,"['polisi', 'dibacok', 'saat', 'bubarkan', 'tawuran', 'di', 'jakbar', 'pelaku', 'ditangkap']","['polisi', 'dibacok', 'bubarkan', 'tawuran', 'jakbar', 'pelaku', 'ditangkap']","['polisi', 'bacok', 'bubar', 'tawur', 'jakbar', 'laku', 'tangkap']"
2288,Polisi Bakal Kerahkan Anjing K9 Sisir Rumah Didik Pembunuh Bocah di Bekasi,hard,polisi bakal kerahkan anjing sisir rumah didik pembunuh bocah di bekasi,"['polisi', 'bakal', 'kerahkan', 'anjing', 'sisir', 'rumah', 'didik', 'pembunuh', 'bocah', 'di', 'bekasi']","['polisi', 'kerahkan', 'anjing', 'sisir', 'rumah', 'didik', 'pembunuh', 'bocah', 'bekasi']","['polisi', 'kerah', 'anjing', 'sisir', 'rumah', 'didik', 'bunuh', 'bocah', 'bekas']"
2289,"34 Jemaah Haji Makassar Pakai Visa Palsu Dipulangkan, 3 Masih Ditahan",hard,jemaah haji makassar pakai visa palsu dipulangkan masih ditahan,"['jemaah', 'haji', 'makassar', 'pakai', 'visa', 'palsu', 'dipulangkan', 'masih', 'ditahan']","['jemaah', 'haji', 'makassar', 'pakai', 'visa', 'palsu', 'dipulangkan', 'ditahan']","['jemaah', 'haji', 'makassar', 'pakai', 'visa', 'palsu', 'pulang', 'tahan']"
2290,Pasangan Nikah Sesama Jenis di Halmahera Selatan Tahu Kekasihnya Waria,hard,pasangan nikah sesama jenis di halmahera selatan tahu kekasihnya waria,"['pasangan', 'nikah', 'sesama', 'jenis', 'di', 'halmahera', 'selatan', 'tahu', 'kekasihnya', 'waria']","['pasangan', 'nikah', 'jenis', 'halmahera', 'selatan', 'kekasihnya', 'waria']","['pasang', 'nikah', 'jenis', 'halmahera', 'selatan', 'kasih', 'waria']"
2291,Polisi: Bocah Jatuh ke Tol dari JPO Tewas Gegara Luka Serius di Kepala,hard,polisi bocah jatuh ke tol dari jpo tewas gegara luka serius di kepala,"['polisi', 'bocah', 'jatuh', 'ke', 'tol', 'dari', 'jpo', 'tewas', 'gegara', 'luka', 'serius', 'di', 'kepala']","['polisi', 'bocah', 'jatuh', 'tol', 'jpo', 'tewas', 'gegara', 'luka', 'serius', 'kepala']","['polisi', 'bocah', 'jatuh', 'tol', 'jpo', 'tewas', 'gegara', 'luka', 'serius', 'kepala']"
2292,Muncul Nama Ahmadinejad di Bursa Capres Iran,hard,muncul nama ahmadinejad di bursa capres iran,"['muncul', 'nama', 'ahmadinejad', 'di', 'bursa', 'capres', 'iran']","['muncul', 'nama', 'ahmadinejad', 'bursa', 'capres', 'iran']","['muncul', 'nama', 'ahmadinejad', 'bursa', 'capres', 'iran']"
2293,Ketua Parlemen Iran Ikut Maju Bursa Pilpres Gantikan Ebrahim Raisi,hard,ketua parlemen iran ikut maju bursa pilpres gantikan ebrahim raisi,"['ketua', 'parlemen', 'iran', 'ikut', 'maju', 'bursa', 'pilpres', 'gantikan', 'ebrahim', 'raisi']","['ketua', 'parlemen', 'iran', 'maju', 'bursa', 'pilpres', 'gantikan', 'ebrahim', 'raisi']","['ketua', 'parlemen', 'iran', 'maju', 'bursa', 'pilpres', 'ganti', 'ebrahim', 'rais']"
2294,OK OCE Kemanusiaan Salurkan Bantuan Sembako untuk Gaza,hard,ok oce kemanusiaan salurkan bantuan sembako untuk gaza,"['ok', 'oce', 'kemanusiaan', 'salurkan', 'bantuan', 'sembako', 'untuk', 'gaza']","['ok', 'oce', 'kemanusiaan', 'salurkan', 'bantuan', 'sembako', 'gaza']","['ok', 'oce', 'manusia', 'salur', 'bantu', 'sembako', 'gaza']"
2295,Demokrat DKI Resmi Ajukan Mujiyono Maju Jadi Bacalon Wagub Jakarta,hard,demokrat dki resmi ajukan mujiyono maju jadi bacalon wagub jakarta,"['demokrat', 'dki', 'resmi', 'ajukan', 'mujiyono', 'maju', 'jadi', 'bacalon', 'wagub', 'jakarta']","['demokrat', 'resmi', 'ajukan', 'mujiyono', 'maju', 'bacalon', 'wagub']","['demokrat', 'resmi', 'aju', 'mujiyono', 'maju', 'bacalon', 'wagub']"
2296,"Kapolsek Mampang Pimpin Patroli Skala Besar, Antisipasi Gangguan Kamtibmas",hard,kapolsek mampang pimpin patroli skala besar antisipasi gangguan kamtibmas,"['kapolsek', 'mampang', 'pimpin', 'patroli', 'skala', 'besar', 'antisipasi', 'gangguan', 'kamtibmas']","['kapolsek', 'mampang', 'pimpin', 'patroli', 'skala', 'antisipasi', 'gangguan', 'kamtibmas']","['kapolsek', 'mampang', 'pimpin', 'patroli', 'skala', 'antisipasi', 'ganggu', 'kamtibmas']"
2297,Komnas PA Banten Kecam Ibu Lecehkan Anak Kandung di Tangerang,hard,komnas pa banten kecam ibu lecehkan anak kandung di tangerang,"['komnas', 'pa', 'banten', 'kecam', 'ibu', 'lecehkan', 'anak', 'kandung', 'di', 'tangerang']","['komnas', 'pa', 'banten', 'kecam', 'lecehkan', 'anak', 'kandung', 'tangerang']","['komnas', 'pa', 'banten', 'kecam', 'leceh', 'anak', 'kandung', 'tangerang']"
2298,Biden Desak Qatar Bujuk Hamas Setujui Proposal Gencatan Senjata di Gaza,hard,biden desak qatar bujuk hamas setujui proposal gencatan senjata di gaza,"['biden', 'desak', 'qatar', 'bujuk', 'hamas', 'setujui', 'proposal', 'gencatan', 'senjata', 'di', 'gaza']","['biden', 'desak', 'qatar', 'bujuk', 'hamas', 'setujui', 'proposal', 'gencatan', 'senjata', 'gaza']","['biden', 'desak', 'qatar', 'bujuk', 'hamas', 'tuju', 'proposal', 'gencat', 'senjata', 'gaza']"
2299,"Projo: Menyerang Pak Jokowi Tak Ampuh di Pilpres, Masak Mau Dipakai Lagi",hard,projo menyerang pak jokowi tak ampuh di pilpres masak mau dipakai lagi,"['projo', 'menyerang', 'pak', 'jokowi', 'tak', 'ampuh', 'di', 'pilpres', 'masak', 'mau', 'dipakai', 'lagi']","['projo', 'menyerang', 'ampuh', 'pilpres', 'masak', 'dipakai']","['projo', 'serang', 'ampuh', 'pilpres', 'masak', 'pakai']"
2300,Saran JK ke Afghanistan: Gabungkan Pendidikan Islam dan Sains,hard,saran jk ke afghanistan gabungkan pendidikan islam dan sains,"['saran', 'jk', 'ke', 'afghanistan', 'gabungkan', 'pendidikan', 'islam', 'dan', 'sains']","['saran', 'jk', 'afghanistan', 'gabungkan', 'pendidikan', 'islam', 'sains']","['saran', 'jk', 'afghanistan', 'gabung', 'didik', 'islam', 'sains']"
2301,Menteri Pendidikan Afghanistan Pakaikan JK Serban,hard,menteri pendidikan afghanistan pakaikan jk serban,"['menteri', 'pendidikan', 'afghanistan', 'pakaikan', 'jk', 'serban']","['menteri', 'pendidikan', 'afghanistan', 'pakaikan', 'jk', 'serban']","['menteri', 'didik', 'afghanistan', 'pakai', 'jk', 'serban']"
2302,Alasan Warga Kampung Bayam Bertahan di Huntara hingga Rusun Baru Dibangun,hard,alasan warga kampung bayam bertahan di huntara hingga rusun baru dibangun,"['alasan', 'warga', 'kampung', 'bayam', 'bertahan', 'di', 'huntara', 'hingga', 'rusun', 'baru', 'dibangun']","['alasan', 'kampung', 'bayam', 'bertahan', 'huntara', 'rusun', 'dibangun']","['alas', 'kampung', 'bayam', 'tahan', 'huntara', 'rusun', 'bangun']"
2303,Dubes LN Kagum Lihat Persemaian Mentawir: Inisiatif Luar Biasa,hard,dubes ln kagum lihat persemaian mentawir inisiatif luar biasa,"['dubes', 'ln', 'kagum', 'lihat', 'persemaian', 'mentawir', 'inisiatif', 'luar', 'biasa']","['dubes', 'ln', 'kagum', 'lihat', 'persemaian', 'mentawir', 'inisiatif']","['dubes', 'ln', 'kagum', 'lihat', 'semai', 'mentawir', 'inisiatif']"
2304,Syarat Penyembelihan Hewan Kurban yang Benar dan Sah,hard,syarat penyembelihan hewan kurban yang benar dan sah,"['syarat', 'penyembelihan', 'hewan', 'kurban', 'yang', 'benar', 'dan', 'sah']","['syarat', 'penyembelihan', 'hewan', 'kurban', 'sah']","['syarat', 'sembelih', 'hewan', 'kurban', 'sah']"
2305,"Kartu Layanan Gratis TransJ untuk Penyandang Disabilitas, Ini Ketentuannya",hard,kartu layanan gratis transj untuk penyandang disabilitas ini ketentuannya,"['kartu', 'layanan', 'gratis', 'transj', 'untuk', 'penyandang', 'disabilitas', 'ini', 'ketentuannya']","['kartu', 'layanan', 'gratis', 'transj', 'penyandang', 'disabilitas', 'ketentuannya']","['kartu', 'layan', 'gratis', 'transj', 'sandang', 'disabilitas', 'tentu']"
2306,Sindiran Keras Biden Usai Trump Divonis Bersalah,hard,sindiran keras biden usai trump divonis bersalah,"['sindiran', 'keras', 'biden', 'usai', 'trump', 'divonis', 'bersalah']","['sindiran', 'keras', 'biden', 'trump', 'divonis', 'bersalah']","['sindir', 'keras', 'biden', 'trump', 'vonis', 'salah']"
2307,Pemprov Kaji Gratiskan Sekolah Swasta di Jakarta,hard,pemprov kaji gratiskan sekolah swasta di jakarta,"['pemprov', 'kaji', 'gratiskan', 'sekolah', 'swasta', 'di', 'jakarta']","['pemprov', 'kaji', 'gratiskan', 'sekolah', 'swasta']","['pemprov', 'kaji', 'gratis', 'sekolah', 'swasta']"
2308,PUI soal Jokowi Beri Izin Ormas Kelola Tambang: Untuk Kemajuan Umat,hard,pui soal jokowi beri izin ormas kelola tambang untuk kemajuan umat,"['pui', 'soal', 'jokowi', 'beri', 'izin', 'ormas', 'kelola', 'tambang', 'untuk', 'kemajuan', 'umat']","['pui', 'izin', 'ormas', 'kelola', 'tambang', 'kemajuan', 'umat']","['pui', 'izin', 'ormas', 'kelola', 'tambang', 'maju', 'umat']"
2309,Ahli Ungkap 5 Penyimpangan Proyek Tol MBZ hingga Rugikan Negara Rp 510 M,hard,ahli ungkap penyimpangan proyek tol mbz hingga rugikan negara rp m,"['ahli', 'ungkap', 'penyimpangan', 'proyek', 'tol', 'mbz', 'hingga', 'rugikan', 'negara', 'rp', 'm']","['ahli', 'penyimpangan', 'proyek', 'tol', 'mbz', 'rugikan', 'negara', 'rp']","['ahli', 'simpang', 'proyek', 'tol', 'mbz', 'rugi', 'negara', 'rp']"
2310,SYL Curhat Beri Kontribusi ke Negara Rp 2.400 T tapi Kini Namanya Hancur,hard,syl curhat beri kontribusi ke negara rp t tapi kini namanya hancur,"['syl', 'curhat', 'beri', 'kontribusi', 'ke', 'negara', 'rp', 't', 'tapi', 'kini', 'namanya', 'hancur']","['syl', 'curhat', 'kontribusi', 'negara', 'rp', 't', 'namanya', 'hancur']","['syl', 'curhat', 'kontribusi', 'negara', 'rp', 't', 'nama', 'hancur']"
2311,Menhub Buka Kemungkinan Rute KRL sampai Karawang 2025 atau 2026,hard,menhub buka kemungkinan rute krl sampai karawang atau,"['menhub', 'buka', 'kemungkinan', 'rute', 'krl', 'sampai', 'karawang', 'atau']","['menhub', 'buka', 'rute', 'krl', 'karawang']","['menhub', 'buka', 'rute', 'krl', 'karawang']"
2312,SYL Sumpah Demi Allah Bayar Dokter Kecantikan Pakai Kartu Kredit Pribadi,hard,syl sumpah demi allah bayar dokter kecantikan pakai kartu kredit pribadi,"['syl', 'sumpah', 'demi', 'allah', 'bayar', 'dokter', 'kecantikan', 'pakai', 'kartu', 'kredit', 'pribadi']","['syl', 'sumpah', 'allah', 'bayar', 'dokter', 'kecantikan', 'pakai', 'kartu', 'kredit', 'pribadi']","['syl', 'sumpah', 'allah', 'bayar', 'dokter', 'cantik', 'pakai', 'kartu', 'kredit', 'pribadi']"
2313,"Menpora Dukung Gerbangtara, Pastikan IKN Selaras dengan Pembangunan Pemuda",hard,menpora dukung gerbangtara pastikan ikn selaras dengan pembangunan pemuda,"['menpora', 'dukung', 'gerbangtara', 'pastikan', 'ikn', 'selaras', 'dengan', 'pembangunan', 'pemuda']","['menpora', 'gerbangtara', 'pastikan', 'ikn', 'selaras', 'pembangunan', 'pemuda']","['menpora', 'gerbangtara', 'pasti', 'ikn', 'selaras', 'bangun', 'pemuda']"
2314,"Bos PPI: Tapera Jadi Liar, Seakan Urunan Rakyat Biayai Proyek Negara",hard,bos ppi tapera jadi liar seakan urunan rakyat biayai proyek negara,"['bos', 'ppi', 'tapera', 'jadi', 'liar', 'seakan', 'urunan', 'rakyat', 'biayai', 'proyek', 'negara']","['bos', 'ppi', 'tapera', 'liar', 'seakan', 'urunan', 'rakyat', 'biayai', 'proyek', 'negara']","['bos', 'ppi', 'tapera', 'liar', 'akan', 'urun', 'rakyat', 'biaya', 'proyek', 'negara']"
2315,SYL Minta Blokir Rekeningnya Dibuka: Pertimbangan Kemanusiaan,hard,syl minta blokir rekeningnya dibuka pertimbangan kemanusiaan,"['syl', 'minta', 'blokir', 'rekeningnya', 'dibuka', 'pertimbangan', 'kemanusiaan']","['syl', 'blokir', 'rekeningnya', 'dibuka', 'pertimbangan', 'kemanusiaan']","['syl', 'blokir', 'rekening', 'buka', 'timbang', 'manusia']"
2316,Sanksi AS ke ICC Buntut Buru Netanyahu,hard,sanksi as ke icc buntut buru netanyahu,"['sanksi', 'as', 'ke', 'icc', 'buntut', 'buru', 'netanyahu']","['sanksi', 'as', 'icc', 'buntut', 'buru', 'netanyahu']","['sanksi', 'as', 'icc', 'buntut', 'buru', 'netanyahu']"
2317,Polisi Beberkan Kendala Kasus Kematian Akseyna 9 Tahun Belum Terungkap,hard,polisi beberkan kendala kasus kematian akseyna tahun belum terungkap,"['polisi', 'beberkan', 'kendala', 'kasus', 'kematian', 'akseyna', 'tahun', 'belum', 'terungkap']","['polisi', 'beberkan', 'kendala', 'kematian', 'akseyna', 'terungkap']","['polisi', 'kan', 'kendala', 'mati', 'akseyna', 'ungkap']"
2318,"Politikus PDIP soal Tapera: Kalau Maksa, Potongan Wajib Namanya!",hard,politikus pdip soal tapera kalau maksa potongan wajib namanya,"['politikus', 'pdip', 'soal', 'tapera', 'kalau', 'maksa', 'potongan', 'wajib', 'namanya']","['politikus', 'pdip', 'tapera', 'maksa', 'potongan', 'wajib', 'namanya']","['politikus', 'pdip', 'tapera', 'maksa', 'potong', 'wajib', 'nama']"
